id,original_title,genres,cast,production_companies,year,revenue
10483,Death Race,"['Action', 'Thriller', 'ScienceFiction']","['JasonStatham', 'JoanAllen', 'IanMcShane', 'TyreseGibson', 'NatalieMartinez', 'MaxRyan', 'JacobVargas', 'JasonClarke', 'FredKoehler', 'JustinMader', 'RobertLaSardo', 'RobinShou', 'JohnFallon']","['UniversalPictures', 'Cruise/WagnerProductions', 'ImpactPictures', 'RelativityMedia', 'ScionFilms', 'H2S2Filmproduktionsgesellschaft']",2008,73762516
11412,The Long Kiss Goodnight,"['Crime', 'Action', 'Mystery', 'Thriller']","['GeenaDavis', 'SamuelL.Jackson', 'YvonneZima', 'CraigBierko', 'TomAmandes', 'BrianCox', 'PatrickMalahide', 'DavidMorse', 'JosephMcKenna', 'MelinaKanakaredes', 'RexLinn', 'AlanNorth', 'DanWarry-Smith', 'KristenBone', 'JenniferPisana']","['NewLineCinema', 'Forge', 'TheSteveTischCompany']",1996,89456761
11983,Proof of Life,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']","['MegRyan', 'RussellCrowe', 'DavidMorse', 'PamelaReed', 'DavidCaruso', 'FloraMartínez', 'AnthonyHeald', 'GottfriedJohn', 'TonyVázquez']","['CastleRockEntertainment', 'WarnerBros.']",2000,0
6795,Zathura: A Space Adventure,"['Family', 'Fantasy', 'ScienceFiction', 'Adventure']","['JonahBobo', 'JoshHutcherson', 'DaxShepard', 'KristenStewart', 'TimRobbins', 'FrankOz', 'DerekMears', 'DouglasTait', 'JoeBucaroIII', 'JeffWolfe', 'JohnAlexander']","['ColumbiaPicturesCorporation', 'TeitlerFilm', 'MichaelDeLucaProductions', 'RadarPictures']",2005,64321501
550,Fight Club,['Drama'],"['EdwardNorton', 'BradPitt', 'MeatLoaf', 'JaredLeto', 'HelenaBonhamCarter', 'ZachGrenier', 'HoltMcCallany', 'EionBailey', 'RichmondArquette', 'DavidAndrews', 'ChristinaCabot', 'TimDeZarn', 'EzraBuzzington', 'BobStephenson', 'DavidLeeSmith', 'CarlCiarfalio', 'StuartBlumberg', 'MarkFite', 'MattWinston', 'LaurenSánchez', 'ThomGossomJr.', 'MarkusRedmond', 'VanQuattro', 'MichaelGirardin', 'DavidJeanThomas', 'PaulCarafotes', 'ChristopherJohnFields', 'MichaelShamusWiles', 'GeorgeMaguire', 'EugenieBondurant', '""SydneyBigDawgColston""', 'RachelSinger', 'ChristieCronenweth', 'DierdreDowning-Jackson', 'CharlieDell', 'RobLanza', 'JoelBissonnette', 'EvanMirand', 'RobbyRobinson', 'LouBeattyJr.', 'ValerieBickford', 'PeterIacangelo', 'ToddPeirce', 'JoonKim', 'BennieMoore', 'PatMcNamara', 'TyroneR.Livingston', 'OwenMasterson', 'AndersonBourell', 'ScotchEllisLoring', 'AndiCarnick', 'EdwardKowalczyk', 'LeonardTermo', 'MichaelArturo', 'GregBronson', 'MattCinquanta', 'TommyDallace', 'PaulDillon', 'TomFalzone', 'EddieHargitay', 'PhilHawn', 'BruceHolman', 'Jawara', 'BaronJay', 'JimJenkins', 'KevinScottMack', 'TreyOre', 'LouisOrtiz', 'HughPeddy', 'J.T.Pontino', 'ChadRandau', 'MarcioRosario', 'GregorySilva', 'BrianTochi', 'AlekxiaValdez', 'MichaelZagst', 'GökhanÖncel']","['RegencyEnterprises', 'Fox2000Pictures', 'TaurusFilm', 'LinsonFilms', 'AtmanEntertainment', 'KnickerbockerFilms']",1999,100853753
11170,We Are Marshall,['Drama'],"['MatthewMcConaughey', 'MatthewFox', 'AnthonyMackie', 'DavidStrathairn', 'IanMcShane', 'KateMara', 'JanuaryJones', 'KateKneeland']","['LegendaryPictures', 'ThunderRoadPictures', 'WonderlandSoundandVision', 'WarnerBros.']",2006,43545364
9292,Hudson Hawk,"['Action', 'Adventure', 'Comedy']","['BruceWillis', 'DannyAiello', 'AndieMacDowell', 'JamesCoburn', 'RichardE.Grant', 'SandraBernhard', 'DavidCaruso', 'FrankStallone']","['TriStarPictures', 'SilverPictures']",1991,17218080
10783,Lucky Numbers,"['Action', 'Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller']","['JohnTravolta', 'LisaKudrow', 'TimRoth', '""EdONeill""', 'MichaelRapaport', 'DarylMitchell', 'BillPullman', 'RichardSchiff', 'MichaelMoore', 'SamMcMurray', 'MichaelWeston', 'MariaBamford', 'CarolineAaron', '""JohnF.ODonohue""', 'ColinMochrie']","['ParamountPictures', 'StudioCanal']",2000,0
100241,"I, Frankenstein","['Horror', 'Thriller']","['AaronEckhart', 'YvonneStrahovski', 'BillNighy', 'JaiCourtney', 'MirandaOtto', 'CaitlinStasey', 'KevinGrevioux', 'AdenYoung', 'DenizAkdeniz', 'ChrisPang', 'SocratisOtto', 'SteveMouzakis', 'BruceSpence', 'MaheshJadu', 'JohnReynolds', 'GoranD.Kleut', 'ChrisAnderson', 'NicholasBell', 'VirginieLeBrun', 'PennyHiggs', 'YascaSinigaglia', 'NicoleDowns']","['LakeshoreEntertainment', 'SidneyKimmelEntertainment', 'Lionsgate', 'HopscotchFilms']",2014,71154592
257,Oliver Twist,"['Crime', 'Drama', 'Family']","['BarneyClark', 'BenKingsley', 'JamieForeman', 'HarryEden', 'EdwardHardwicke', 'LeanneRowe', 'IanMcNeice', 'ChrisOverton', 'AndyLinden', 'TeresaChurcher', 'JakeCurran', 'Turbo', 'LewisChase', 'LeviHayes', 'JeremySwift', 'GillianHanna', 'MichaelHeath', 'PatrickGodfrey', 'MarkStrong', 'OpheliaLovibond', 'LizSmith', 'AndydelaTour', 'RichardDurden', 'PeterCopley', 'JohnNettleton', 'TonyNoble', 'GerardHoran', 'MorganePolanski', 'AlunArmstrong', 'FrancesCuka', 'PaulBrooke', 'NickStringer', 'FrankMills', 'RichardRidings']","['R.P.Productions', 'ETICFilms', 'RunteamIIILtd.']",2005,42093706
9947,Elektra,"['Action', 'Fantasy']","['JenniferGarner', 'GoranVisnjic', 'WillYunLee', 'Cary-HiroyukiTagawa', 'TerenceStamp', 'NatassiaMalthe', 'KirstenProut', 'ColinCunningham', 'EdsonT.Ribeiro', 'ChrisAckerman', 'BobSapp', 'MarkHoughton', 'HiroKanagawa', 'LauraWard', 'IanTracey', 'AaronAu', 'KevanOhtsji', 'KurtMaxRunte', 'NathanielArcand', 'JanaMitsoula']","['TwentiethCenturyFoxFilmCorporation', 'RegencyEnterprises', 'EpsilonMotionPictures', 'NewRegencyPictures', 'MarvelEnterprises', 'HorseshoeBayProductions', 'ElektraProductions', 'SAIProductions']",2005,56681566
189,Sin City: A Dame to Kill For,"['Crime', 'Thriller']","['MickeyRourke', 'JessicaAlba', 'JoshBrolin', 'JosephGordon-Levitt', 'RosarioDawson', 'BruceWillis', 'EvaGreen', 'PowersBoothe', 'DennisHaysbert', 'RayLiotta', 'ChristopherMeloni', 'JeremyPiven', 'ChristopherLloyd', 'JaimeKing', 'JunoTemple', 'StacyKeach', 'MartonCsokas', 'JudeCiccolella', 'JamieChung', 'LadyGaga', 'AlexaPenaVega', 'JuliaGarner', 'BillyBlair', 'PatriciaVonne', 'BartFletcher', 'AlejandroRose-Garcia', 'SamuelDavis', 'MikeDavis', 'KimberlyCox', 'AlcidesDias', 'VincentFuentes', 'RobFranco', 'DaylonWalton', 'EloiseDeJoria', 'BobSchreck', 'LawrenceVarnado', 'JimmyGonzales', 'TommyTownsend', 'RobertLott', 'GregoryKelly', 'PatrickSane', 'GregIngram', 'WillBeinbrink', 'DimitriusPulido', 'JohnWirt', 'EmmyRobbin', 'LuisAlbertAcevedoJr.', 'ChristianBowman', 'JohnnyReno', 'CallieHernandez']","['MiramaxFilms', 'TroublemakerStudios', 'ARFilms', 'AldamisaEntertainment', 'DemarestFilms', 'SolipsistFilm', 'Residaco']",2014,39407616
12618,Random Hearts,"['Drama', 'Romance']","['HarrisonFord', 'KristinScottThomas', 'CharlesS.Dutton', 'BonnieHunt', 'DennisHaysbert', 'SydneyPollack', 'RichardJenkins', 'PaulGuilfoyle', 'SusannaThompson', 'PeterCoyote', 'DylanBaker', 'LynneThigpen', 'SusanFloyd', 'BillCobbs', 'KateMara', 'ArianaThomas', 'NelsonLandrieu', 'BrookeSmith', 'ChristinaChang', 'MichelleHurd', 'ReikoAylesworth', 'RaymondAnthonyThomas', 'EdieFalco', 'S.EpathaMerkerson']",['ColumbiaPictures'],1999,74608570
253412,Everest,"['Adventure', 'Drama']","['JasonClarke', 'JakeGyllenhaal', 'JoshBrolin', 'JohnHawkes', 'SamWorthington', 'RobinWright', 'KeiraKnightley', 'CliveStanden', 'EmilyWatson', 'MiaGoth', 'MichaelKelly', 'MartinHenderson', 'ElizabethDebicki', 'TomGoodman-Hill', 'VanessaKirby', 'NaokoMori', 'MarkDerwin', 'ThomasM.Wright', 'IngvarEggertSigurðsson', 'AngPhulaSherpa', 'CharlotteBøving', 'PembaSherpa', 'AmyShindler', 'SimonHarrison', 'ChrisReilly', 'TimDantay', 'ToddBoyce', 'JustinSalinger', 'StormurJónKormákurBaltasarsson', 'DemetriGoritsas', 'ChikeChan', 'MicahA.Hauptman', 'NancyBaldwin', 'LucyNewman-Williams', 'VijayLama', 'AvinShah']","['UniversalPictures', 'WorkingTitleFilms', 'WaldenMedia', 'CrossCreekPictures', 'FreeStatePictures', 'RVKStudios']",2015,203427584
1427,Perfume: The Story of a Murderer,"['Crime', 'Fantasy', 'Drama']","['BenWhishaw', 'SimonChandler', 'DavidCalder', 'RichardFelix', 'BirgitMinichmayr', 'SianThomas', 'MichaelSmiley', 'AlvaroRoque', 'FranckLefeuvre', 'SamDouglas', 'KarolineHerfurth', 'TimothyDavies', 'DustinHoffman', 'RachelHurd-Wood', 'AlanRickman', 'SaraForestier', 'CorinnaHarfouch', 'PaulBerrondo', 'JoannaGriffiths', 'JessicaSchwarz', 'HarrisGordon', 'EnricArquimbau', 'AndrésHerrera', 'JohnHurt']","['Davis-Films', 'NouvellesÉditionsdeFilms(NEF)', 'RisingStar', 'VIPMedienfonds4', 'IkiruFilms', 'ConstantinFilmProduktion', 'CastelaoProducciones']",2006,132180323
818,Austin Powers in Goldmember,"['Comedy', 'Crime', 'ScienceFiction']","['MikeMyers', 'BeyoncéKnowles', 'SethGreen', 'MichaelYork', 'MindySterling', 'VerneTroyer', 'MichaelCaine', 'FredSavage', 'DianeMizota', 'CarrieAnnInaba', 'NobuMatsuhisa', 'RobertWagner', 'AnnaMarieGoddard', 'AaronHimelstein', 'JoshZuckerman', 'EvanFarmer', 'TomListerJr.', 'NicholeHiltz', 'GwynethPaltrow', 'AngelaMeryl', 'ScottAukerman', 'JohnTravolta', 'DannyDeVito', 'KevinSpacey', 'TomCruise', 'EddieAdams', 'NeilMullarkey', 'EricWinzenried', 'JimPiddock', 'EstherScott', 'LeynaNguyen', 'JeannetteCharles', 'BrianTee', 'MasiOka', 'KevinCooney', 'ClintHoward', 'MichaelMcDonald', '""DonnaDErrico""', 'FredStoller', 'BradGrunberg', 'GregGrunberg', 'RenUrano', 'KingaPhilipps', 'JohnDonovan', 'MasaKanome', 'HideoKimura', 'HiroshiOtaguro', 'KevinAlexanderStea', 'LindaKim', 'NinaKaczorowski', 'TammyVanderpool', 'NikkiZiering', 'SybilAzur', 'NicoleHumphries', 'PatriceFisher', 'TimothyAnderson', 'FauneA.Chambers', 'KellyCooper', 'R.J.Durell', 'ShaunEarl', 'MichelleElkin', 'JenniferHamilton', 'HunterHamilton', 'MichaelHiggins', 'MarkMeismer', 'MandyMoore', 'AyeshaOrange', 'NathanPrevost', 'LizRamos', 'ShealanSpencer', 'BeccaSweitzer', 'SalvatoreVassallo', 'RobertVinson', 'AmieBarsky', 'LinaChmiel', 'SharonFerguson', 'TreyKnight', 'BrianRichardson', 'KimberleeSuerth', 'LakishaSwift', 'NathanLane', 'KatieCouric', 'RobLowe', 'RyanAllenCarrillo', 'MichaelChaturantabut', 'GabrielCorbin', 'DevynDuex', 'ChristyMcGinityGibel', 'PaulGrace', 'BenHisoler', 'WillHolman', 'EijiInoue', 'JimmyJatho', 'KristenJohnston', 'CharlesM.Kerper', 'MartinKlebba', 'CarolinaLancaster', 'RyanMcGonagle', 'KinseyMcLean', 'MaryleePicciano', 'GeneAnthonyRay', 'TaraRice', 'NicoleSciacca', 'MattSergott', 'SonnySison', 'MichaelSunLee', 'ChrisSung', 'AndreannaVeith', 'KevinVila', 'DanWarner', 'ShaneZeranski', 'OzzyOsbourne', 'StevenSpielberg', 'BritneySpears']","['NewLineCinema', '""EricsBoy""', 'TeamTodd', 'MovingPictures', 'GratitudeInternational']",2002,296655431
16577,Astro Boy,"['Animation', 'Action', 'Family', 'ScienceFiction']","['NicolasCage', 'KristenBell', 'BillNighy', 'DonaldSutherland', 'FreddieHighmore', 'EugeneLevy', 'SterlingBeaumon', 'NathanLane', 'SamuelL.Jackson', 'CharlizeTheron', 'DavidAlanGrier', 'AlanTudyk', 'NewellAlexander', 'ElleFanning', 'PilarFlynn']","['TheWeinsteinCompany', 'SummitEntertainment', 'TezukaProductionCompanyLtd.', 'ImagiAnimationStudios']",2009,44091067
329,Jurassic Park,"['Adventure', 'ScienceFiction']","['SamNeill', 'LauraDern', 'JeffGoldblum', 'RichardAttenborough', 'BobPeck', 'MartinFerrero', 'BDWong', 'JosephMazzello', 'ArianaRichards', 'SamuelL.Jackson', 'WayneKnight', 'GeraldR.Molen', 'MiguelSandoval', 'CameronThor', 'ChristopherJohnFields', 'WhitHertford', 'DeanCundey', 'JopheryC.Brown', 'TomMishler', 'GregBurson', 'AdrianEscober', 'RichardKiley', 'BradM.Bucklin', 'LauraBurnett', 'GaryRodriguez', 'BrianSmrz', '""RobertBobbyZZajonc""']","['UniversalPictures', 'AmblinEntertainment']",1993,920100000
12160,Wyatt Earp,"['Drama', 'Action', 'Western']","['KevinCostner', 'DennisQuaid', 'GeneHackman', 'DavidAndrews', 'LindenAshby', 'JeffFahey', 'JoannaGoing', 'MarkHarmon', 'MichaelMadsen', '""CatherineOHara""', 'BillPullman', 'IsabellaRossellini', 'TomSizemore', 'JoBethWilliams', 'MareWinningham', 'JamesGammon', 'RexLinn', 'AdamBaldwin', 'RandleMell', 'AnnabethGish', 'LewisSmith', 'IanBohen', 'BettyBuckley', 'OwenRoizman']","['TigProductions', 'WarnerBros.', 'KasdanPictures', 'ParagonEntertainmentCorp.']",1994,25052000
9331,Clear and Present Danger,"['Action', 'Drama', 'Thriller']","['HarrisonFord', 'WillemDafoe', 'AnneArcher', 'JoaquimdeAlmeida', 'HenryCzerny', 'HarrisYulin', 'DonaldMoffat', 'MiguelSandoval', 'BenjaminBratt', 'RaymondCruz', 'DeanJones', 'ThoraBirch', 'AnnMagnuson', 'HopeLange', 'TomTammi', 'JamesEarlJones', 'TedRaimi', 'GregGermann']","['ParamountPictures', 'MaceNeufeldProductions']",1994,215887717
300168,天將雄師,"['Action', 'Drama', 'Adventure']","['JackieChan', 'JohnCusack', 'AdrienBrody', 'SharniVinson', 'BennyUrquidez', 'KevinLee', 'RaidenIntegra', 'TomerOz', 'AlfredHsing', 'ChoiSi-won', 'MaxHuang', 'PaulPhilipClark', 'LoriePester', 'JoelAdrian', 'JoelAdrian', 'HarryOram', 'KyleShapiro', 'JonathanPaulson', 'VanderMcLeod', 'PhilippeJoly', 'FaithUgurlu', 'DannySalay', 'PierreBourdaud', 'JaiDay', 'MurrayCliveWalker', 'EmrahYilmaz', 'DannyCameron', 'KyleCameron', 'KyleAndrewMacNeil', 'DanielP.Cameron', 'MiroslavKarel', 'J.J.Demiannay', 'AlexanderCorne', 'JamesLeeGuy', 'WillLefebvre', 'LinPeng', 'SteveYoo']","['ShanghaiFilmGroup', 'Jackie&JJProduction', 'SparkleRollMedia', 'HuayiBrothersMedia', 'AlibabaPicturesGroup', 'HomeMedia&EntertainmentFund', 'TencentVideo', 'ChinaFilm&TVCapital', 'VisualizerFilmCompany']",2015,121545703
9072,Little Man,"['Comedy', 'Crime']","['MarlonWayans', 'ShawnWayans', 'KerryWashington', 'JohnWitherspoon', 'TracyMorgan', 'LochlynMunro']","['RevolutionStudios', 'WayansBros.Entertainment']",2006,101595121
3536,U-571,"['Action', 'Drama', 'Thriller', 'War']","['MatthewMcConaughey', 'BillPaxton', 'HarveyKeitel', 'JonBonJovi', 'DavidKeith', 'ThomasKretschmann', 'JakeWeber', 'JackNoseworthy', 'TomGuiry', 'WillEstes', '""TerrenceT.C.Carson""']","['UniversalPictures', 'CanalPlus', 'DinoDeLaurentiisCompany']",2000,127666415
9087,The American President,"['Comedy', 'Drama', 'Romance']","['MichaelDouglas', 'AnnetteBening', 'MichaelJ.Fox', 'MartinSheen', 'AnnaDeavereSmith', 'ShawnaWaldron', 'SamanthaMathis', 'DavidPaymer', 'RichardDreyfuss', 'NinaSiemaszko', 'WendieMalick', 'BeauBillingslea', 'GailStrickland', 'JoshuaMalina', 'ClementvonFranckenstein', 'JohnMahoney', 'JohnMahon', 'GabrielJarret']","['ColumbiaPictures', 'CastleRockEntertainment']",1995,107879496
12177,The Love Guru,"['Comedy', 'Romance']","['MikeMyers', 'JessicaAlba', 'JustinTimberlake', 'RomanyMalco', 'MeaganGood', 'VerneTroyer', 'ManuNarayan', 'OmidDjalili', 'BenKingsley', 'DeepakChopra', 'StephenColbert', 'JimGaffigan', 'ValKilmer', 'JessicaSimpson', 'MariskaHargitay', 'KanyeWest', 'TrevorHeins', 'JohnOliver', 'SamanthaBee']","['ParamountPictures', 'GoldcrestPictures', 'InternationaleFilmproduktion']",2008,41819064
12138,3000 Miles to Graceland,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Crime']","['KurtRussell', 'KevinCostner', 'CourteneyCox', 'ChristianSlater', 'KevinPollak', 'DavidArquette', 'JonLovitz', 'HowieLong', 'ThomasHadenChurch', 'BokeemWoodbine', 'Ice-T', 'LouisLombardi', 'MichaelKopsa']","['FranchisePictures', 'WarnerBros.', 'MorganCreekProductions']",2001,18720175
273248,The Hateful Eight,"['Crime', 'Drama', 'Mystery', 'Western']","['SamuelL.Jackson', 'KurtRussell', 'JenniferJasonLeigh', 'WaltonGoggins', 'DemiánBichir', 'TimRoth', 'MichaelMadsen', 'BruceDern', 'JamesParks', 'DanaGourrier', 'ZoëBell', 'LeeHorsley', 'GeneJones', 'KeithJefferson', 'CraigStark', 'BelindaOwino', 'ChanningTatum', 'QuentinTarantino']","['DoubleFeatureFilms', 'TheWeinsteinCompany', 'FilmColony']",2015,155760117
9955,Blades of Glory,"['Action', 'Comedy', 'Drama']","['WillFerrell', 'JonHeder', 'WillArnett', 'AmyPoehler', 'JennaFischer', 'WilliamFichtner', 'CraigT.Nelson', 'RomanyMalco', 'NickSwardson', 'ScottHamilton', 'AndyRichter', 'GregLindsay', 'RobCorddry', 'NickJameson', 'TomVirtue', 'BenWilson', 'WilliamDaniels', 'ZacharyFerren', 'RémyGirard', 'StevenM.Gagnon', 'NancyKerrigan', 'LukeWilson', 'BrianBoitano', 'DorothyHamill', 'PeggyFleming', 'SashaCohen', 'JimLampley', 'KatharineTowne', 'KerryRossall']",['DreamWorks'],2007,0
50359,Hop,"['Animation', 'Comedy', 'Family']","['RussellBrand', 'JamesMarsden', 'KaleyCuoco', 'HankAzaria', 'ElizabethPerkins', 'GaryCole', 'HughLaurie', 'TiffanyEspensen', 'DavidHasselhoff', 'ChelseaHandler', 'DustinYbarra']","['UniversalPictures', 'IlluminationEntertainment']",2011,183953723
1271,300,"['Action', 'Adventure', 'War']","['GerardButler', 'LenaHeadey', 'DominicWest', 'DavidWenham', 'VincentRegan', 'MichaelFassbender', 'TomWisdom', 'AndrewTiernan', 'AndrewPleavin', 'RodrigoSantoro', 'GiovaniCimmino', 'TylerNeitzel', 'StephenMcHattie', 'EliSnyder', 'TimConnolly', 'Marie-JulieRivest', 'PeterMensah', 'ArthurHolden', 'MichaelSinelnikoff', 'KellyCraig', 'GregKramer', 'AlexIvanovici', 'TomRack', 'DavidFrancis', 'JamesBradford', 'SebastianSt.Germain', 'JohnDunn-Hill', 'DennisStJohn', 'NeilNapier', 'DylanSmith', 'MaurizioTerrazzano', 'KwasiSongui', 'AlexandraBeaton', 'FrédéricSmith', 'LoucasMinchillo', 'NicholasMinchillo', 'AndrewShaver', 'MarcelJeannin', 'RobinWilcock', 'RobertParadis', 'JereGillis', 'JeremyThibodeau', 'TyroneBenskin', 'RobertMaillet', 'PatrickSabongui', 'DavidSchaap', 'LeonLaderach', 'DaveLapommeray', 'VerviMauricio', 'CharlesPapasoff', 'IsabelleChampeau', 'Veronique-NataleSzalankiewicz', 'MaévaNadon', 'DavidThibodeau', 'JeanMichelParé', 'StewartMyiow', 'AndreanneRoss', 'SaraGiacalone', 'AriadneBourbonnière', 'IsabelleFournel', 'SandrineMerette-Attiow', 'DanielleHubbard', 'ElisabethEtienne', 'RuanVibegaard', 'GenevieveGuilbault', 'BonnieMak', 'AmélieSorel', 'CarolineAspirot', 'GinaGagnon', 'TaniaTrudell', 'StéphanieAubry', 'MercedesLeggett', 'StephaniaGambaroff', 'ChanelleLamothe', 'Sabrina-JasmineGuilbault', 'MannyCortezTuazon', 'AtifY.Siddiqi', 'CamilleRizkallah', 'TrudiHanley', 'NeonCobran', 'GaryA.Hecker', 'DevinDelorme', 'DekeRichards', 'DarrenShahlavi', 'MarcTrottier', 'DuyVoVan', 'AgnieshkaWnorowska']","['VirtualStudios', 'LegendaryPictures', 'HollywoodGangProductions', 'AtmosphereEntertainmentMM', 'WarnerBros.', 'NimarStudios', 'CruelandUnusualFilms']",2006,422610419
693,Meet the Fockers,"['Comedy', 'Romance']","['BenStiller', 'TeriPolo', 'RobertDeNiro', 'DustinHoffman', 'BarbraStreisand', 'BlytheDanner', 'TimBlakeNelson', 'AlannaUbach', 'ShelleyBerman', 'OwenWilson', 'RaySantiago', 'SpencerPickren', 'BradleyPickren', 'KaliRocha', 'DorieBarton', 'JackPlotnick', 'WayneThomasYorke', 'MaxHoffman', '""LindaONeil""']","['DreamWorksSKG', 'UniversalPictures', 'EverymanPictures', 'TribecaProductions']",2004,516642939
14306,Marley & Me,"['Comedy', 'Family']","['OwenWilson', 'JenniferAniston', 'EricDane', 'KathleenTurner', 'AlanArkin', 'NathanGamble', 'HaleyBennett', 'AnnDowd', 'ClarkePeters', 'FinleyJacobsen', 'LucyMerriam', 'BryceRobinson', 'BenHyland', '""SarahOKelly""', 'KeithHudson', 'HaleyHudson', 'TomIrwin', 'AlecMapa', 'SandyMartin', 'JoyceVanPatten', 'ZabrynaGuevara', 'MeganGrace', 'HaleyHiggins', 'AnaAyora', 'MatthewJ.Walters', 'NicoleHerold', 'PaulTei', 'GastonRenaud', 'AngelinaAssereto', 'EmmettRobin', 'LisaVarga', 'DylanHenry', 'StephenLeeDavis', 'MichaelBaskin', 'BradleyFrishman', 'EricConger']","['SunsweptEntertainment', 'DuneEntertainmentIII']",2008,244082376
497,The Green Mile,"['Fantasy', 'Drama', 'Crime']","['TomHanks', 'MichaelClarkeDuncan', 'DavidMorse', 'BonnieHunt', 'JamesCromwell', 'PatriciaClarkson', 'MichaelJeter', 'SamRockwell', 'GrahamGreene', 'DougHutchison', 'BarryPepper', 'JeffreyDeMunn', 'HarryDeanStanton', 'GarySinise', 'DabbsGreer', 'EveBrent', 'WilliamSadler', 'MackMiles', 'RaiTasco', 'PaulaMalcomson', 'BrianLibby', 'BrentBriscoe', 'BillMcKinney', 'RachelSinger', 'ScottyLeavenworth', 'BillGratton', 'DeeCroxton', 'RebeccaKlingler', 'GaryImhoff', 'VanEpperson', 'PhilHawn', 'TedHollis', 'RobertMalone']","['CastleRockEntertainment', 'DarkwoodsProductions', 'WarnerBros.']",1999,284600000
11199,Wild Hogs,"['Action', 'Adventure', 'Comedy']","['TimAllen', 'JohnTravolta', 'MartinLawrence', 'WilliamH.Macy', 'RayLiotta', 'MarisaTomei', 'JohnC.McGinley', 'M.C.Gainey', 'JillHennessy', 'DominicJanes', 'TichinaArnold', 'StephenTobolowsky', 'JasonSklar', 'RandySklar', 'DrewSidora', 'JonathanRau', 'PeterFonda']","['WildHogsProductions', 'TouchstonePictures']",2007,253625427
9982,Chicken Little,"['Animation', 'Family', 'Comedy']","['ZachBraff', 'JoanCusack', 'DanMolina', 'SteveZahn', 'GarryMarshall', 'AmySedaris', 'MarkWalton', 'DonKnotts', 'SeanElmore', 'MatthewJosten', 'EvanDunn', 'FredWillard', '""CatherineOHara""', 'MarkDindal', 'PatrickStewart', 'WallaceShawn', 'PatrickWarburton', 'AdamWest', 'HarryShearer', 'JoeWhyte', 'KellyHoover', 'WillFinn', 'DaraMcGarry', 'MarkKennedy']","['WaltDisneyPictures', 'WaltDisneyFeatureAnimation']",2005,314432665
210577,Gone Girl,"['Mystery', 'Thriller', 'Drama']","['BenAffleck', 'RosamundPike', 'CarrieCoon', 'NeilPatrickHarris', 'TylerPerry', 'KimDickens', 'PatrickFugit', 'MissiPyle', 'EmilyRatajkowski', 'CaseyWilson', 'LolaKirke', 'BoydHolbrook', 'DavidClennon', 'LisaBanes', 'ScootMcNairy', 'SelaWard', 'KathleenRosePerkins', 'LeeNorris', 'LeonardKelly-Young', 'JamieMcShane', 'PeteHousman', 'LynnA.Freedman', 'CydStrittmatter', 'RickyWood', 'DonnaRusch', 'MarkAtteberry', 'DarinCooper', 'KateCampbell', 'BrettLeigh', 'AntonioSt.James', 'LaurenGlazier', '""JuliaPrudhomme""', 'CooperThornton', 'CaseyRuggieri', 'AshleyDidion', 'LexisNutt', 'L.A.Williams', 'BlakeSheldon', 'SeanGuse', 'FredCross', 'ScottTakeda', 'MarkTAnderson', 'KathySweeney-Meadows', 'MarcAbbink', 'ChristinaAlex', 'SamuelBaca', 'BillBlair', 'ThomasR.Baker', 'GregoerBoru', 'WillC.', 'CarolineClements', 'NancyDeMars', 'DavinaJoy', 'MichaelKelly', 'ElesterLatham', 'AaronMassey', 'OrionMcCabe', 'RozMcHenry', 'BryanMcKinley', 'TeeboneMitchell', 'JustinNesbitt', 'MarkParrish', 'JaclynRose', 'Sahlima', 'JoelShock', 'RobertTarpinian', 'TracyWeisert', 'MichelleWinters', 'TracyBrotherton', 'MatildeMatteucci', 'DaleShane', 'LeslieA.Hughes']","['TwentiethCenturyFoxFilmCorporation', 'RegencyEnterprises', 'NewRegencyPictures', 'PacificStandard', 'TSGEntertainment', 'Artemple-Hollywood']",2014,369330363
2501,The Bourne Identity,"['Action', 'Drama', 'Mystery', 'Thriller']","['MattDamon', 'FrankaPotente', 'ChrisCooper', 'CliveOwen', 'BrianCox', 'AdewaleAkinnuoye-Agbaje', 'GabrielMann', 'WaltonGoggins', 'JoshHamilton', 'JuliaStiles', 'OrsoMariaGuerrini', 'TimDutton', 'DenisBraccini', 'NickyNaude', 'DavidSelburg', 'DemetriGoritsas', 'RussellLevy', 'AnthonyGreen', 'HubertSaint-Macary', 'DavidBamber', 'GwenaelClause', 'EmanuelBooz', 'PhilippeDurand', 'VincentFranklin', 'PauletteFrantz', 'ThierryRené', 'RogerFrost', 'DavidGasman', 'HarryGilbert', 'DelphineLanson', 'WilliamCagnard', 'KaitTenison', 'JosephBeddelin', 'RainerWerner', 'KatieThynne', 'AaronLilly', 'RonaldBenefield', 'BradleyJ.Goode', 'TroyLenhardt', 'JoshuaMcNew', 'JoeMontana', 'JohnPawlikowski', 'MichaelRix', 'BradRizer', 'AndrewWebster', 'HoustonWilliams', 'AlainGrellier', 'ArnaudHenriet', 'Jean-YvesBilien', 'DannyErskine', '""ElwinChopperDavid""']","['UniversalPictures', 'Kennedy/MarshallCompany', 'The', 'Hypnotic', 'KalimaProductionsGmbH&Co.KG', 'StillkingFilms']",2002,214034224
